x,y,cluster
-0.529,-1.364,0
-0.651,0.271,0
-0.682,-0.56,0
0.24,-1.347,0
-0.353,0.02,0
0.243,-1.334,0
-0.48,-1.361,0
-0.385,-0.775,0
0.252,-0.538,0
-0.123,-1.354,0
-0.173,-0.548,0
-0.478,-0.779,0
0.076,-0.295,0
-0.345,-0.778,0
-0.49,-1.362,0
-0.389,-1.362,0
-0.334,-1.359,0
-0.247,-1.358,0
-0.277,-1.354,0
-0.463,-0.775,0
-0.347,-1.356,0
-0.547,-0.557,0
-0.68,1.072,0
-0.481,-0.776,0
0.125,-0.756,0
-0.639,1.081,0
-0.357,1.893,0
-0.391,-1.359,0
-0.596,-0.558,0
-0.391,-0.78,0
-0.199,-1.35,0
-0.502,-0.78,0
-0.169,-1.352,0
-0.703,1.073,0
0.084,-1.348,0
-0.364,-0.554,0
-0.604,-0.78,0
-0.431,-1.361,0
-0.386,-1.363,0
0.003,-0.77,0
0.52,-0.528,0
-0.439,0.027,0
0.194,-1.334,0
-0.371,-1.363,0
0.334,-1.344,0
-0.997,1.066,0
-0.023,-0.546,0
0.721,-0.747,0
0.207,-1.345,0
-0.207,-0.554,0
0.002,-1.354,0
-0.195,-1.365,0
0.291,-1.339,0
-0.042,-1.352,0
-0.03,-1.353,0
-0.189,-1.356,0
0.597,-1.332,0
-0.224,-0.773,0
-0.065,-1.36,0
-0.287,-1.345,0
0.152,-1.349,0
-0.444,-1.361,0
-0.196,-1.354,0
0.22,-1.337,0
-0.372,-1.354,0
-0.341,-1.354,0
-0.152,0.036,0
-0.262,-1.354,0
-0.657,0.021,0
-0.68,-1.368,0
-0.654,-0.559,0
0.147,-0.531,0
0.001,-0.544,0
0.128,-1.337,0
-0.22,-0.777,0
0.06,-1.359,0
-0.534,0.023,0
-0.214,-1.36,0
-0.355,-1.36,0
-0.209,-0.777,0
-0.79,1.073,0
-0.576,-1.366,0
-0.115,-1.359,0
-0.187,-0.769,0
-0.522,0.016,0
-0.31,-1.367,0
0.099,-1.352,0
-0.506,0.024,0
0.219,-0.764,0
-0.342,0.838,0
-0.559,-0.556,0
-0.079,-0.541,0
-0.668,-1.367,0
-0.144,-1.357,0
-0.504,-0.779,0
0.211,-0.542,0
-0.188,-0.769,0
-0.289,-1.357,0
-0.045,-1.354,0
-0.298,0.03,0
-0.734,1.073,0
0.438,-0.53,0
-0.455,-1.356,0
-0.208,-1.36,0
-0.465,-1.36,0
-0.279,-0.775,0
-0.246,-1.365,0
-0.119,-0.778,0
-0.558,-1.364,0
-0.624,-1.365,0
-0.611,-1.364,0
-0.081,-1.356,0
-0.29,-0.769,0
-0.07,-1.355,0
-0.69,-1.368,0
-0.21,-1.356,0
-0.403,-1.36,0
-0.095,-1.364,0
-0.0,-1.349,0
-0.526,-0.78,0
-0.397,-0.553,0
-0.655,-1.366,0
0.205,-0.78,0
-0.542,0.496,0
-0.612,0.023,0
-0.54,-0.784,0
-0.123,-1.35,0
-0.075,-1.353,0
-0.389,-1.361,0
-0.549,-1.359,0
-0.504,0.026,0
-0.364,-1.353,0
-0.312,-1.351,0
-0.248,-1.354,0
-0.137,-1.361,0
-0.692,1.878,0
-0.683,0.27,0
-0.452,-0.782,0
0.189,-0.762,0
-0.822,0.488,0
-0.127,-1.355,0
-0.511,-0.557,0
-0.562,-1.364,0
-0.336,-1.362,0
-0.352,-1.36,0
0.023,-1.352,0
-0.538,-1.362,0
-0.233,-0.779,0
0.022,-1.352,0
-0.504,-0.782,0
-0.228,-0.772,0
-0.372,-0.778,0
-0.387,-0.774,0
-0.348,-1.36,0
-0.747,-1.369,0
-0.577,0.023,0
-0.065,-1.353,0
-0.441,-0.555,0
-0.274,-1.353,0
-0.168,-1.348,0
-0.066,-1.347,0
0.318,-1.335,0
-0.647,0.021,0
-0.105,-1.358,0
-0.336,0.03,0
-0.59,-1.367,0
-0.56,-1.364,0
-0.466,0.269,0
-0.633,-1.366,0
-0.363,-1.356,0
0.036,-0.764,0
-0.121,-0.544,0
0.139,-0.743,0
-0.69,-0.562,0
-0.458,-1.36,0
-0.082,-1.361,0
0.448,-1.328,0
-0.526,-1.361,0
-0.745,1.071,0
-0.673,-1.364,0
-0.239,-1.358,0
-0.233,-1.358,0
0.566,-0.743,0
-0.866,0.489,0
-0.573,-1.365,0
-0.618,0.022,0
-0.293,-1.355,0
-0.41,-1.362,0
-0.466,0.026,0
0.414,-1.334,0
-0.105,-1.352,0
-0.939,1.069,0
-0.307,-1.36,0
0.128,-0.542,0
-0.63,0.243,0
-0.347,-1.356,0
-0.331,-1.357,0
-0.098,-1.356,0
-0.593,-1.362,0
-0.444,-1.361,0
-0.519,-0.779,0
-0.578,-0.78,0
0.608,-1.327,0
-0.17,-1.352,0
-0.195,-1.35,0
0.236,-1.343,0
-0.198,-0.564,0
-0.932,1.065,0
-0.525,-1.362,0
-0.07,-1.35,0
-0.247,-1.361,0
-0.504,-1.362,0
-0.339,-1.36,0
0.055,-0.756,0
-0.158,-0.768,0
-0.074,-0.765,0
-0.167,-1.351,0
-0.873,1.07,0
0.047,-1.348,0
-0.428,-1.358,0
-0.512,-1.363,0
-0.812,0.016,0
-0.585,-1.366,0
-0.221,-1.36,0
-0.54,-0.781,0
-0.453,-1.364,0
-0.489,-0.786,0
-0.49,-1.361,0
-0.153,0.286,0
-0.137,0.048,0
-0.482,-1.365,0
-0.454,-1.362,0
-0.211,-1.358,0
-0.253,-1.361,0
-0.185,-1.357,0
-0.081,-1.336,0
-0.631,-0.559,0
0.071,-1.351,0
0.084,-1.348,0
-0.135,0.029,0
0.201,-1.359,0
-0.606,-1.362,0
-0.782,0.269,0
-0.247,-1.355,0
-0.555,-1.362,0
-0.722,0.269,0
-0.383,-0.776,0
-0.625,0.016,0
-0.462,-1.359,0
-0.812,0.016,0
-0.397,-0.771,0
-0.218,-0.776,0
-0.655,-1.366,0
-0.423,-1.356,0
-0.347,-1.357,0
0.111,0.86,0
0.274,-0.752,0
-0.343,-1.362,0
-0.639,-0.784,0
-0.673,-0.786,0
-0.747,-1.369,0
-0.617,-0.554,0
-0.555,-1.366,0
-0.606,-0.56,0
0.031,-1.341,0
-0.108,-0.558,0
-0.453,-1.361,0
-0.511,-1.354,0
-0.362,-0.558,0
-0.697,-1.367,0
-0.796,0.267,0
-0.574,-1.365,0
-0.46,0.02,0
-0.547,-1.364,0
-0.916,1.067,0
-0.224,-1.36,0
0.043,-1.35,0
-0.986,1.872,0
-0.204,-0.783,0
-0.517,-0.781,0
-0.559,-1.364,0
-0.34,-1.363,0
-0.592,-1.365,0
0.069,-1.352,0
-0.772,-0.564,0
-0.566,-0.558,0
-0.0,-1.353,0
-0.386,-1.364,0
-0.416,-0.777,0
-0.644,-0.561,0
-0.492,0.027,0
-0.509,-1.357,0
-0.258,-1.354,0
-0.736,-0.566,0
-0.73,1.075,0
-0.214,1.09,0
-0.389,-0.552,0
-0.202,-1.352,0
-0.57,-1.368,0
-0.491,-1.365,0
-0.094,-1.352,0
-0.121,-0.784,0
-0.303,-0.779,0
0.25,-1.34,0
-0.843,1.067,0
0.012,-0.554,0
-0.529,-0.558,0
0.106,-1.346,0
0.532,-1.33,0
0.028,-1.338,0
-0.153,-1.351,0
-0.514,-1.363,0
0.091,-0.786,0
0.019,-0.545,0
-0.914,1.069,0
-0.163,-1.363,0
-0.673,-0.562,0
-0.426,0.027,0
-0.292,-1.354,0
-0.395,-1.359,0
-0.453,-0.78,0
-0.403,-0.775,0
0.068,-1.344,0
-0.34,-0.778,0
-0.492,-1.364,0
-0.335,-0.779,0
0.52,-1.338,0
-0.029,0.24,0
-0.544,0.271,0
-0.848,0.265,0
-0.226,-1.362,0
0.212,-1.346,0
-0.045,-1.347,0
0.086,-1.356,0
-0.527,-0.553,0
-0.665,-1.367,0
0.041,-1.355,0
-0.658,-0.56,0
0.091,-1.35,0
-0.591,-0.558,0
-0.416,-1.353,0
0.154,-1.344,0
-0.458,-1.36,0
-0.141,-1.358,0
0.122,-1.342,0
-0.626,-1.365,0
0.035,-1.349,0
-0.272,-1.359,0
-0.075,-0.771,0
-0.458,-1.36,0
-0.511,-0.56,0
0.157,-1.352,0
-0.419,-1.357,0
-0.28,-1.357,0
-0.419,-0.778,0
-0.687,-1.366,0
-0.485,-1.364,0
-0.209,-1.36,0
-0.1,-1.353,0
-0.176,-0.774,0
-0.911,1.068,0
-0.4,0.029,0
-0.274,-0.783,0
-0.122,-1.352,0
0.063,-0.754,0
0.066,-1.34,0
-0.388,-0.775,0
-0.395,-1.354,0
-0.434,-0.776,0
0.07,-1.343,0
-0.291,-0.771,0
0.21,-1.338,0
-0.733,0.019,0
-0.665,-1.367,0
-0.212,-1.356,0
-0.441,-0.781,0
-0.303,-0.778,0
-0.394,-1.359,0
-0.73,1.067,0
-0.378,-0.552,0
-0.189,-1.357,0
-0.924,0.486,0
-0.096,-1.369,0
0.278,-1.341,0
-0.455,-0.778,0
-0.826,1.073,0
-0.224,-1.363,0
-0.441,-0.314,0
-0.591,-0.783,0
-0.013,-1.343,0
-0.399,-0.775,0
0.012,-1.34,0
0.176,-1.353,0
-0.5,0.025,0
-0.419,-0.547,0
-0.151,-0.768,0
-0.146,-0.782,0
0.187,-0.76,0
-0.62,-0.559,0
-0.416,-1.367,0
-0.582,0.274,0
-0.499,-0.78,0
0.161,-1.346,0
-0.358,-1.358,0
-0.195,-1.361,0
0.064,-1.353,0
-0.458,-1.36,0
-0.597,-1.366,0
-0.185,-0.781,0
0.498,-1.332,0
-0.412,1.065,0
-0.353,-1.358,0
0.243,-1.339,0
-0.228,-1.351,0
-0.684,-0.312,0
0.195,-1.341,0
-0.269,-0.778,0
-0.398,-1.356,0
-0.66,0.021,0
-0.257,-1.359,0
-0.348,-1.359,0
-0.284,-1.358,0
0.081,0.025,0
-0.468,-0.775,0
-0.238,-1.359,0
-0.072,-0.771,0
-0.518,-1.357,0
-0.328,-1.355,0
-0.557,-0.557,0
-0.5,-1.362,0
-0.551,-0.779,0
-0.256,-1.356,0
-0.585,-0.784,0
-0.185,-1.362,0
-0.568,-1.365,0
-0.168,-0.777,0
-0.675,0.019,0
-0.351,-0.556,0
-0.526,-0.785,0
0.0,-0.774,0
-0.258,-1.35,0
-0.564,-1.363,0
-0.647,1.078,0
-0.226,-1.351,0
-0.415,-1.363,0
-0.583,-0.562,0
-0.799,1.076,0
-0.362,-1.361,0
-0.142,-1.356,0
-0.431,-0.775,0
0.337,-1.33,0
-0.477,-1.362,0
-0.664,-0.785,0
-0.591,-1.365,0
0.345,-1.351,0
-0.23,-1.366,0
-0.517,-0.778,0
-0.674,-1.367,0
-0.623,-1.366,0
-0.713,1.077,0
-0.918,1.874,0
-0.314,-1.359,0
-0.408,-1.365,0
0.084,0.044,0
-0.425,0.274,0
-0.447,0.023,0
-0.152,-1.357,0
-0.549,-0.782,0
-0.213,-1.359,0
-0.691,0.268,0
-0.706,-1.368,0
-0.289,-0.302,0
-0.364,-1.362,0
-0.438,0.022,0
-0.191,-0.773,0
-0.86,1.07,0
-0.366,-0.556,0
-0.185,-1.355,0
-0.762,-0.566,0
-0.276,-1.37,0
-0.104,-1.358,0
-0.016,-1.349,0
0.423,-1.34,0
-0.585,-1.366,0
-0.025,-1.352,0
-0.105,-1.363,0
-0.408,-0.78,0
-0.503,-1.36,0
-0.069,0.04,0
-0.137,-1.37,0
-0.489,1.081,0
-0.373,-0.772,0
-0.229,-0.768,0
-0.567,-1.369,0
-0.458,-1.357,0
-0.226,-1.36,0
-0.527,-1.363,0
-0.317,-0.558,0
0.241,-0.755,0
0.022,-1.347,0
-0.706,-1.368,0
-0.485,-0.555,0
-0.84,1.069,0
-0.524,-1.358,0
-0.175,-1.352,0
-0.324,-1.353,0
-0.029,-1.354,0
-0.494,-1.365,0
-0.444,-0.786,0
-0.552,-0.777,0
0.049,-0.773,0
-0.498,1.068,0
-0.154,-1.362,0
-0.488,-1.365,0
-0.437,-0.557,0
-0.683,-1.368,0
-0.642,0.271,0
-0.345,-0.778,0
-0.499,-0.78,0
-0.128,-1.35,0
-0.419,-1.362,0
0.15,-1.346,0
-0.717,0.49,0
-0.833,1.072,0
0.019,-1.359,0
-0.665,-1.367,0
-0.273,-0.78,0
-0.738,-1.369,0
-0.239,-1.361,0
-0.487,-0.554,0
-0.17,-1.353,0
-0.394,-1.359,0
-0.489,-1.361,0
-0.575,0.272,0
0.094,-1.337,0
0.244,-1.349,0
-0.089,-1.356,0
0.069,-1.345,0
0.17,-0.546,0
-0.454,-1.363,0
-0.54,-0.781,0
-0.605,-1.364,0
-0.377,-1.359,0
-0.386,-0.78,0
-0.474,-1.357,0
-0.142,-0.776,0
-0.512,-0.558,0
-0.502,0.497,0
-0.133,-1.355,0
-0.195,-0.779,0
-0.099,-0.764,0
0.295,-1.331,0
-0.367,-0.549,0
-0.223,-0.774,0
-0.763,-0.564,0
-0.004,-1.352,0
-0.421,-1.365,0
-0.159,-1.35,0
-0.032,-0.555,0
-0.941,1.069,0
-0.709,-1.369,0
-0.54,-0.778,0
-0.329,0.035,0
-0.269,-1.354,0
-0.917,1.069,0
-0.143,-1.358,0
-0.25,-0.778,0
-0.142,-1.358,0
-0.507,-0.781,0
-0.484,-1.362,0
-0.099,-1.34,0
-0.415,-1.361,0
-0.65,-1.364,0
-0.661,-1.367,0
-0.286,-1.363,0
-0.09,-0.773,0
-0.271,-1.354,0
-0.654,1.886,0
2.454,-1.248,0
-0.605,-0.779,0
-0.174,-1.353,0
-0.766,0.268,0
-0.436,-1.36,0
-0.525,-1.363,0
-0.417,-1.359,0
0.104,-0.759,0
-0.362,-1.365,0
-0.715,-0.561,0
-0.408,-1.354,0
-0.573,-1.363,0
-0.337,0.273,0
-0.014,-1.352,0
-0.222,-1.357,0
-0.154,-0.77,0
-0.088,-0.545,0
-0.525,-1.362,0
-0.013,-0.548,0
-0.227,-1.357,0
-0.155,-1.358,0
-0.514,-0.783,0
-0.492,-1.364,0
-0.152,0.03,0
-0.565,-0.783,0
-0.667,1.071,0
-0.883,1.071,0
-0.554,-0.782,0
-0.449,-1.36,0
-0.471,-1.36,0
-0.046,-1.348,0
-0.428,-1.362,0
-0.211,0.028,0
-0.119,-1.361,0
-0.644,1.079,0
-0.574,-1.365,0
-0.397,0.488,0
-0.561,-1.367,0
-0.035,-0.764,0
-0.392,-0.777,0
0.139,-1.346,0
-0.662,0.271,0
-0.568,-1.365,0
-0.74,-0.563,0
-0.491,-1.366,0
-0.092,-1.357,0
-0.646,-1.366,0
-0.781,1.075,0
-0.486,-1.358,0
-0.319,1.084,0
0.001,-1.355,0
-0.108,-0.76,0
-0.52,-0.566,0
-0.452,1.076,0
-0.526,-1.359,0
-0.539,-1.361,0
-0.714,0.02,0
0.035,-1.336,0
0.058,-1.346,0
-0.309,-1.36,0
-0.172,-1.358,0
-0.323,-1.358,0
-0.582,-1.364,0
-0.467,-1.362,0
-0.646,-1.366,0
-0.709,-1.366,0
-0.134,-1.35,0
0.021,-0.768,0
-0.456,-1.355,0
0.307,-1.344,0
-0.573,0.498,0
-0.123,-1.351,0
1.003,-1.317,0
-0.119,-1.353,0
-0.217,-0.304,0
-0.711,0.485,0
-0.284,-1.355,0
0.112,-1.349,0
0.165,-1.317,0
-0.587,-1.366,0
-0.202,-1.355,0
-0.584,-0.559,0
0.037,-1.355,0
0.297,-1.341,0
-0.172,-1.349,0
-0.309,-0.778,0
-0.469,-1.361,0
-0.539,-1.366,0
-0.152,-1.367,0
-0.333,0.027,0
-0.429,-1.355,0
-0.476,-0.549,0
0.372,-1.339,0
0.248,-0.772,0
-0.039,-1.353,0
-0.152,-0.766,0
-0.363,-1.353,0
-0.316,-0.768,0
-0.246,-1.357,0
-0.558,-0.561,0
0.898,-0.743,0
-0.409,-1.363,0
-0.104,-1.367,0
-0.199,-1.35,0
-0.389,-1.362,0
-0.084,-0.784,0
-0.177,-0.771,0
0.109,-1.34,0
0.044,-1.356,0
-0.322,-1.363,0
-0.524,0.018,0
-0.059,-1.354,0
-0.762,1.074,0
-0.665,-1.367,0
-0.026,-0.554,0
0.116,-1.348,0
-0.279,-1.359,0
-0.383,-0.558,0
-0.124,-1.345,0
-0.214,-0.777,0
-0.401,-0.782,0
-0.493,-1.361,0
-0.393,-0.772,0
-0.531,-1.364,0
-0.202,-1.361,0
-0.347,-0.778,0
-0.651,-0.781,0
-0.411,-0.781,0
-0.308,-1.356,0
-0.617,-1.36,0
-0.683,0.27,0
-0.797,0.241,0
-0.461,-1.367,0
-0.474,1.085,0
-0.418,-1.361,0
0.037,-1.345,0
-0.709,1.872,0
-0.231,-1.37,0
-0.358,-1.363,0
-0.399,-0.778,0
-0.112,-0.55,0
-0.674,-1.367,0
-0.368,-1.357,0
-0.233,-1.358,0
-0.711,-1.367,0
-0.259,-1.356,0
-0.413,-1.36,0
0.031,-1.342,0
0.067,-1.354,0
0.099,-1.344,0
-0.461,-0.557,0
0.088,-1.351,0
-0.424,-0.781,0
-0.141,-1.359,0
-0.277,-1.361,0
-0.141,-1.363,0
-0.628,-0.31,0
-0.463,-1.362,0
-0.489,-0.557,0
-0.392,-1.365,0
-0.681,-0.788,0
-0.017,-1.35,0
-0.533,-1.365,0
-0.248,-0.777,0
-0.607,-1.364,0
-0.36,-1.359,0
-0.557,-1.358,0
-0.655,-1.366,0
-0.126,-1.353,0
-0.292,0.036,0
-0.235,-1.365,0
-0.21,-1.356,0
-0.391,-1.359,0
-0.407,-1.361,0
-0.248,-1.361,0
0.586,-1.331,0
-0.315,-1.352,0
-0.267,-1.359,0
-0.381,-1.355,0
-0.401,0.027,0
-0.109,-1.355,0
0.035,-1.36,0
0.548,-1.324,0
-0.665,-1.367,0
-0.558,-0.561,0
-0.446,-1.365,0
-0.354,0.029,0
-0.304,-1.353,0
-0.449,-1.359,0
-0.515,-1.361,0
-0.657,-0.563,0
-0.497,-0.566,0
-0.571,-1.366,0
-0.356,-0.78,0
-0.109,-1.355,0
-0.111,-1.356,0
-0.033,-1.353,0
-0.572,-0.782,0
-0.572,-1.366,0
-0.664,-0.785,0
-0.525,-0.784,0
-0.376,-1.358,0
0.123,-1.348,0
-0.42,-1.358,0
0.082,0.279,0
-0.356,-0.548,0
0.028,-0.547,0
-0.044,-1.352,0
-0.47,-0.554,0
-0.359,-0.552,0
-0.288,-1.354,0
-0.092,-1.353,0
-0.212,-1.355,0
-0.254,-0.768,0
-0.079,-0.763,0
-0.064,-0.558,0
-0.254,-1.37,0
-0.233,-0.783,0
-0.166,-1.364,0
0.159,-1.349,0
-0.262,-1.361,0
-0.124,-1.34,0
-0.231,-1.35,0
-0.377,-1.355,0
-0.749,1.079,0
-0.668,-1.366,0
-0.416,-0.777,0
-0.623,-1.366,0
-0.147,-1.355,0
-0.147,-0.786,0
-0.591,0.273,0
0.371,-0.766,0
-0.122,-1.368,0
-0.291,0.025,0
-0.526,-0.779,0
-0.394,-0.558,0
0.456,-1.346,0
0.153,-1.347,0
-0.412,-1.362,0
0.462,-1.336,0
-0.238,-1.363,0
-0.375,-0.776,0
-0.061,-0.547,0
-0.286,-1.359,0
0.515,-1.334,0
-0.386,-1.351,0
-0.458,-1.36,0
-0.608,-1.363,0
-0.106,-1.354,0
-0.096,-1.344,0
0.229,-1.342,0
-0.547,-1.363,0
-0.563,-0.785,0
0.077,-1.346,0
-0.174,-1.357,0
-0.626,-1.364,0
-0.503,-0.782,0
-0.498,1.068,0
-0.578,-0.78,0
-0.229,-1.351,0
-0.218,-1.349,0
-0.223,-1.36,0
-0.736,1.076,0
-0.546,-1.366,0
-0.089,-1.35,0
2.057,-1.289,0
-0.003,-1.354,0
-0.413,-0.783,0
-0.55,-1.361,0
0.472,-1.332,0
-0.547,-1.366,0
-0.124,-1.352,0
-0.453,0.027,0
0.057,-1.352,0
0.831,-1.322,0
-0.009,-1.347,0
-0.507,-1.364,0
-0.587,-0.784,0
0.301,-0.759,0
0.079,-0.767,0
-0.701,0.485,0
-0.108,-0.558,0
-0.295,-1.357,0
-0.541,-1.363,0
-0.482,0.026,0
0.182,-0.781,0
-0.276,-1.36,0
-0.52,-1.363,0
-0.788,1.074,0
-0.67,-1.37,0
-0.594,-1.367,0
-0.461,-1.361,0
0.186,-0.761,0
-0.682,-1.365,0
0.05,-1.356,0
-0.192,-1.358,0
-0.513,-0.561,0
-0.027,-0.765,0
-0.253,-1.357,0
-0.63,0.02,0
-0.074,-1.343,0
-0.333,-0.775,0
-0.548,-1.368,0
-0.812,0.016,0
-0.565,-1.363,0
-0.145,-1.359,0
0.157,-0.765,0
2.382,-1.292,0
2.422,-1.286,0
2.333,-1.286,0
-0.321,-1.364,0
-0.324,-0.78,0
0.097,-0.784,0
-0.212,-1.356,0
0.058,-1.352,0
0.073,-1.352,0
0.051,-1.349,0
-0.587,-1.366,0
0.23,-1.344,0
-0.499,-0.78,0
-0.493,1.081,0
-0.508,-0.783,0
-0.197,-0.545,0
-0.421,-1.361,0
-0.084,-1.357,0
-0.844,1.07,0
-0.273,-1.358,0
-0.41,-0.772,0
-0.701,0.485,0
-0.655,-1.366,0
-0.19,-1.359,0
-0.665,-1.367,0
0.237,-0.774,0
-0.326,-1.362,0
-0.412,1.065,0
-0.292,-0.774,0
-0.233,-1.353,0
-0.292,-1.36,0
0.809,-1.316,0
-0.698,1.068,0
-0.269,-1.358,0
-0.456,-0.557,0
-0.203,-1.355,0
-0.134,-1.357,0
-0.18,-1.359,0
-0.216,-0.779,0
-0.025,-1.343,0
-0.551,0.022,0
-0.759,1.07,0
-0.382,1.076,0
-0.634,-1.365,0
-0.137,-1.365,0
-0.352,0.027,0
-0.19,-0.775,0
-0.078,-1.352,0
-0.257,-1.355,0
-0.498,-1.365,0
0.302,-1.34,0
-0.141,-1.357,0
-0.5,-1.362,0
-0.375,-0.556,0
-0.302,-1.351,0
-0.53,-0.556,0
-0.108,-1.349,0
-0.515,-1.363,0
-0.069,-1.354,0
-0.491,-1.362,0
0.603,-1.329,0
-0.507,0.026,0
-0.685,1.075,0
-0.244,-1.361,0
0.062,-0.542,0
-0.363,-0.774,0
-0.454,-1.36,0
0.004,-0.545,0
-0.005,-1.353,0
0.358,-1.337,0
-0.403,-1.361,0
0.567,-1.333,0
-0.378,-1.351,0
0.012,-0.76,0
-0.384,-1.347,0
-0.005,-1.364,0
0.02,-0.768,0
-0.553,-1.363,0
0.245,-1.345,0
-0.616,-1.363,0
-0.177,-1.357,0
-0.848,1.07,0
-0.577,-1.362,0
-0.625,-0.785,0
-0.247,-1.358,0
0.305,-1.339,0
-0.494,-1.358,0
0.153,-0.54,0
1.727,-1.299,0
-0.86,1.07,0
-0.127,-1.363,0
0.319,-1.337,0
0.037,-0.548,0
-0.552,-0.556,0
0.024,-1.351,0
-0.612,0.274,0
0.013,-1.346,0
-0.087,-1.349,0
-0.355,-1.36,0
-0.367,-0.779,0
-0.555,-1.365,0
-0.051,-1.352,0
-0.306,-1.356,0
-0.499,-0.78,0
-0.54,-0.781,0
-0.091,-1.358,0
-0.192,-1.355,0
-0.183,-0.765,0
-0.399,-0.553,0
0.129,-1.348,0
-0.344,-1.354,0
-0.324,-1.355,0
-0.386,-0.776,0
-0.457,-0.779,0
-0.108,-1.359,0
-0.125,-0.774,0
-0.21,-0.771,0
-0.123,-1.36,0
-0.3,-1.354,0
-0.109,-0.765,0
-0.251,-0.777,0
-0.346,-1.353,0
-0.73,1.077,0
-0.084,-1.357,0
-0.123,-1.354,0
-0.362,-1.356,0
-0.578,-0.782,0
0.204,-1.345,0
-0.079,-0.556,0
-0.316,-1.354,0
-0.002,-1.363,0
-0.205,-1.359,0
0.034,-1.352,0
-0.003,-0.77,0
-0.377,-1.361,0
-0.223,-1.36,0
-0.323,-1.36,0
-0.467,-0.557,0
0.055,-0.546,0
-0.772,-0.564,0
-0.292,-1.357,0
