x,y,cluster
-0.748,0.515,0
-0.61,0.145,0
-0.732,0.141,0
-0.746,0.14,0
-0.841,1.14,0
-0.667,0.143,0
-0.604,-0.483,0
-0.647,-0.486,0
-0.859,1.139,0
-0.96,1.134,0
-0.926,1.136,0
-0.886,0.506,0
-0.903,1.137,0
-0.901,1.137,0
-0.845,1.141,0
-0.938,0.592,0
-0.578,-0.483,0
-0.67,0.519,0
-0.784,1.144,0
-0.836,1.14,0
-0.561,-0.481,0
-0.8,0.512,0
-0.451,-0.018,0
-0.529,1.151,0
-0.487,1.152,0
-0.473,1.153,0
-0.302,-0.006,0
-0.519,0.526,0
-0.472,-0.477,0
-0.252,-0.465,0
-0.782,1.774,0
-0.698,1.148,0
-0.852,0.509,0
-0.652,-0.486,0
-0.602,-0.483,0
-0.503,-0.478,0
-0.643,0.52,0
-0.705,0.517,0
0.033,-0.456,0
-0.062,-0.46,0
0.062,0.549,0
0.174,-0.451,0
0.227,-0.448,0
0.346,-0.441,0
0.3,-0.443,0
0.262,-0.447,0
0.114,0.551,0
0.236,-0.448,0
0.171,-0.45,0
-0.232,-0.004,0
-0.717,1.772,0
-0.393,0.152,0
-0.089,-0.466,0
3.856,-0.249,0
2.679,-0.334,0
2.72,-0.338,0
2.693,-0.339,0
2.109,-0.365,0
2.006,-0.368,0
1.986,-0.334,0
0.536,0.079,0
0.953,0.101,0
0.196,0.061,0
0.484,0.076,0
0.851,0.096,0
0.742,0.09,0
0.708,0.088,0
0.824,0.094,0
0.18,0.061,0
0.947,-0.442,0
0.168,0.059,0
0.286,0.064,0
0.257,0.063,0
0.905,0.098,0
0.312,0.07,0
0.268,0.066,0
0.308,-0.472,0
0.285,0.071,0
0.458,0.078,0
0.48,0.081,0
0.41,0.079,0
0.563,-0.46,0
1.817,0.794,0
2.188,0.192,0
1.858,0.166,0
1.399,0.133,0
1.94,0.164,0
2.032,0.167,0
2.009,0.797,0
2.16,0.178,0
2.202,0.182,0
1.263,0.133,0
1.348,0.132,0
1.465,0.139,0
1.189,0.134,0
2.089,0.188,0
1.884,0.176,0
1.791,0.171,0
1.324,0.145,0
1.459,0.153,0
1.189,0.133,0
1.181,0.133,0
1.213,0.14,0
1.111,0.133,0
5.8,-0.146,0
3.933,0.919,0
3.777,0.279,0
3.99,0.291,0
3.317,0.254,0
3.085,0.242,0
2.725,0.222,0
2.401,0.205,0
3.02,-0.325,0
3.236,0.23,0
3.357,-0.307,0
3.303,-0.31,0
3.429,-0.303,0
4.352,-0.252,0
4.671,-0.234,0
5.35,-0.197,0
3.51,-0.297,0
3.483,0.243,0
4.062,-0.267,0
3.877,0.265,0
3.352,-0.307,0
3.945,0.269,0
3.955,-0.273,0
2.335,-0.362,0
2.265,0.808,0
2.003,-0.38,0
1.809,0.152,0
2.053,0.165,0
1.853,0.154,0
1.825,-0.391,0
0.617,0.087,0
1.12,0.114,0
0.549,0.078,0
1.101,-0.433,0
1.295,0.118,0
1.123,0.11,0
0.861,0.096,0
0.538,-0.462,0
0.372,0.072,0
0.192,0.064,0
2.054,-0.373,0
2.237,0.186,0
1.99,0.16,0
1.965,0.155,0
2.163,0.181,0
2.206,0.185,0
2.219,0.199,0
2.434,-0.35,0
1.958,0.793,0
1.941,0.79,0
2.044,0.803,0
0.417,0.07,0
0.416,0.07,0
0.453,0.071,0
-0.03,0.046,0
1.58,-0.404,0
1.067,-0.437,0
0.526,0.076,0
2.17,-0.374,0
2.14,-0.349,0
1.292,0.131,0
1.231,0.757,0
0.993,0.104,0
0.962,0.102,0
0.997,0.735,0
1.753,0.157,0
1.239,0.124,0
1.653,0.155,0
1.302,0.131,0
1.534,1.398,0
1.189,0.746,0
1.155,0.743,0
1.295,0.126,0
1.364,0.138,0
1.413,0.14,0
1.488,-0.393,0
2.081,-0.359,0
2.212,0.187,0
2.413,0.198,0
3.232,0.231,0
3.218,-0.304,0
1.931,0.259,0
1.985,0.173,0
2.065,0.178,0
2.396,0.205,0
2.678,0.217,0
2.595,0.212,0
2.947,0.232,0
2.636,-0.336,0
2.459,-0.346,0
2.319,-0.365,0
3.125,-0.312,0
2.891,-0.327,0
3.008,-0.33,0
3.079,-0.322,0
3.101,-0.325,0
2.058,-0.383,0
2.41,-0.364,0
2.03,-0.383,0
2.163,0.256,0
1.229,0.108,0
1.535,-0.419,0
1.467,-0.423,0
1.281,-0.432,0
1.422,-0.428,0
1.491,-0.424,0
1.29,0.106,0
1.35,0.11,0
1.349,0.111,0
1.41,-0.428,0
1.487,-0.423,0
1.81,-0.403,0
1.423,-0.413,0
1.534,-0.408,0
1.575,-0.406,0
0.818,0.097,0
0.756,0.724,0
1.561,-0.406,0
1.491,-0.409,0
1.601,-0.403,0
1.84,0.163,0
1.299,0.125,0
1.331,0.127,0
1.741,0.158,0
1.931,0.168,0
1.86,0.165,0
1.884,-0.381,0
0.503,0.076,0
1.25,0.117,0
1.106,-0.433,0
0.888,0.098,0
0.655,0.173,0
0.252,0.062,0
1.986,-0.382,0
1.641,-0.4,0
1.06,0.107,0
0.75,0.09,0
1.334,-0.419,0
1.126,-0.43,0
0.545,-0.462,0
0.097,-0.448,0
-0.197,-0.467,0
-0.147,0.167,0
-0.018,0.178,0
0.08,-0.451,0
0.02,-0.449,0
-0.238,1.173,0
-0.133,-0.457,0
-0.191,-0.46,0
-0.23,-0.461,0
-0.201,-0.463,0
-0.491,1.787,0
-0.222,-0.466,0
-0.297,0.163,0
-0.368,0.159,0
-0.31,-0.471,0
-0.247,-0.469,0
-0.212,-0.466,0
-0.367,0.154,0
-0.454,0.155,0
-0.397,-0.473,0
-0.49,0.15,0
-0.545,0.613,0
-0.447,-0.475,0
-0.387,-0.472,0
-0.512,0.152,0
-0.357,-0.47,0
-0.154,-0.46,0
-0.176,0.171,0
-0.236,-0.463,0
-0.146,-0.46,0
-0.294,-0.467,0
-0.318,-0.468,0
-0.537,0.151,0
-0.345,-0.469,0
-0.303,-0.467,0
-0.409,0.158,0
-0.2,-0.462,0
-0.147,-0.459,0
-0.217,-0.462,0
-0.149,-0.459,0
-0.419,-0.473,0
-0.47,-0.476,0
-0.571,-0.482,0
-0.528,-0.479,0
-0.635,-0.485,0
-0.827,1.141,0
-0.68,0.518,0
-0.992,1.132,0
-0.544,-0.48,0
-0.634,-0.485,0
-0.51,-0.478,0
-0.551,-0.481,0
-0.508,-0.478,0
-0.669,0.608,0
-0.165,-0.462,0
-0.323,-0.472,0
-0.163,0.167,0
-0.085,-0.459,0
-0.211,-0.465,0
-0.362,0.159,0
-0.34,-0.471,0
-0.391,-0.473,0
-0.419,0.154,0
-0.346,0.159,0
-0.276,-0.471,0
-0.346,-0.472,0
-0.4,1.158,0
-0.306,-0.469,0
-0.438,-0.478,0
-0.301,-0.471,0
-0.265,-0.468,0
-0.231,-0.467,0
-0.519,-0.48,0
-0.334,0.162,0
-0.192,-0.468,0
-0.309,-0.47,0
-0.363,0.153,0
-0.309,0.159,0
-0.259,-0.467,0
-0.359,0.161,0
-0.227,-0.463,0
-0.405,-0.471,0
-0.232,0.164,0
-0.52,-0.479,0
-0.378,-0.474,0
-0.176,-0.463,0
-0.133,-0.464,0
-0.128,-0.461,0
-0.208,-0.464,0
-0.093,-0.458,0
-0.178,-0.467,0
-0.209,-0.463,0
0.432,-0.429,0
0.703,-0.411,0
0.709,-0.415,0
0.897,-0.406,0
-0.798,0.768,0
-0.488,-0.478,0
-0.648,0.144,0
-0.654,-0.486,0
-0.659,-0.486,0
-0.521,-0.477,0
-0.288,-0.467,0
-0.36,0.16,0
-0.579,-0.483,0
0.174,0.197,0
0.133,-0.432,0
-0.011,-0.455,0
0.161,-0.444,0
-0.079,0.177,0
-0.162,0.172,0
-0.004,-0.454,0
0.07,-0.45,0
0.278,-0.438,0
-0.471,0.158,0
-0.391,-0.471,0
-0.539,0.152,0
-0.649,0.777,0
-0.362,-0.469,0
-0.385,-0.471,0
-0.465,-0.475,0
-0.411,-0.473,0
-0.398,-0.469,0
-0.604,-0.484,0
-0.452,-0.475,0
-0.341,-0.469,0
-0.32,-0.467,0
-0.323,-0.464,0
-0.18,-0.457,0
-0.563,-0.484,0
-0.505,1.158,0
-0.09,0.548,0
-0.07,-0.455,0
0.049,-0.442,0
0.158,-0.434,0
-0.182,-0.45,0
-0.15,0.18,0
-0.123,-0.452,0
0.098,-0.441,0
0.204,-0.443,0
-0.626,0.143,0
-0.381,-0.478,0
-0.446,-0.48,0
-0.738,1.141,0
-0.717,1.142,0
-0.46,0.151,0
-0.677,-0.489,0
-0.545,-0.482,0
-0.579,0.147,0
-0.531,-0.48,0
-0.589,-0.482,0
-0.35,-0.474,0
-0.406,-0.476,0
-0.53,-0.482,0
-0.241,-0.472,0
-0.583,-0.483,0
-0.533,-0.482,0
-0.684,0.142,0
-0.305,-0.472,0
-0.209,-0.469,0
-0.928,1.134,0
-0.785,1.141,0
-0.767,1.142,0
-0.845,1.138,0
-0.57,0.148,0
-0.357,-0.475,0
-0.692,1.146,0
-0.736,1.144,0
-0.462,0.153,0
-0.588,0.522,0
-0.505,-0.48,0
-0.577,0.147,0
-0.818,1.14,0
-0.677,1.144,0
-0.895,1.137,0
-0.877,1.138,0
-0.424,-0.477,0
-1.045,1.76,0
0.12,-0.458,0
0.171,-0.456,0
-0.022,0.167,0
0.227,-0.449,0
0.189,-0.453,0
0.229,-0.451,0
0.163,-0.457,0
0.253,-0.447,0
0.249,-0.449,0
0.224,-0.451,0
0.241,0.182,0
0.09,-0.461,0
0.094,-0.46,0
0.202,-0.453,0
0.1,0.174,0
0.248,-0.449,0
0.231,-0.45,0
-0.476,0.151,0
-0.498,0.152,0
-0.551,0.15,0
-0.557,0.146,0
-0.491,0.153,0
0.295,0.702,0
-0.466,-0.473,0
-0.389,-0.468,0
-0.494,0.53,0
-0.256,-0.463,0
-0.117,-0.456,0
-0.666,1.783,0
-0.167,-0.459,0
-0.348,0.794,0
-0.491,1.161,0
-0.476,1.161,0
-0.481,1.161,0
-0.281,0.166,0
-0.243,-0.461,0
-0.255,-0.462,0
-0.345,0.164,0
-0.25,-0.462,0
-0.23,-0.461,0
-0.569,1.156,0
-0.297,-0.465,0
-0.168,-0.459,0
0.167,-0.443,0
-0.03,-0.451,0
-0.065,-0.453,0
-0.405,-0.469,0
-0.403,-0.469,0
-0.25,-0.463,0
-0.087,-0.454,0
-0.27,-0.464,0
0.129,-0.446,0
-0.368,1.798,0
-0.036,-0.452,0
-0.286,1.171,0
-0.175,0.546,0
0.065,-0.448,0
0.074,-0.448,0
0.019,-0.45,0
-0.03,-0.452,0
-0.093,-0.458,0
0.015,-0.453,0
-0.08,-0.458,0
-0.243,-0.466,0
-0.192,-0.462,0
-0.102,-0.456,0
-0.063,-0.454,0
-0.001,-0.451,0
-0.168,-0.459,0
-0.276,-0.467,0
-0.638,-0.485,0
-0.53,-0.479,0
-0.837,1.142,0
-0.554,-0.478,0
-0.872,1.142,0
-0.86,1.141,0
-0.535,-0.478,0
-0.58,-0.483,0
-0.733,1.147,0
-0.571,-0.483,0
-0.536,-0.48,0
-0.581,-0.483,0
-0.664,0.144,0
-0.383,-0.006,0
-0.595,0.612,0
-0.524,-0.48,0
-0.482,-0.477,0
-0.152,-0.459,0
-0.412,-0.475,0
-0.552,-0.483,0
-0.56,-0.481,0
-0.535,-0.479,0
-0.614,-0.483,0
-0.685,-0.488,0
-0.573,-0.482,0
-0.659,-0.487,0
-0.721,-0.489,0
-0.601,-0.483,0
-0.514,-0.481,0
-0.557,-0.483,0
-0.577,-0.484,0
-0.528,-0.479,0
-1.052,1.76,0
-0.043,-0.464,0
-0.13,-0.468,0
-0.316,1.159,0
-0.421,1.151,0
-0.158,-0.47,0
-0.419,1.151,0
-0.331,0.527,0
-0.097,0.163,0
-0.163,0.163,0
-0.018,-0.457,0
-0.123,-0.461,0
-0.362,0.532,0
-0.43,0.529,0
-0.229,-0.466,0
-0.308,-0.47,0
-0.129,-0.461,0
0.149,-0.446,0
0.086,-0.449,0
-0.274,-0.469,0
-0.325,-0.47,0
-0.378,-0.473,0
-0.608,1.15,0
-0.065,-0.458,0
-0.29,-0.468,0
-0.387,-0.473,0
-0.345,-0.471,0
-0.471,-0.479,0
0.063,0.012,0
-0.387,-0.474,0
-0.311,-0.47,0
-0.352,-0.473,0
-0.413,-0.475,0
-0.41,-0.475,0
-0.411,-0.475,0
-0.396,-0.475,0
-0.318,-0.471,0
5.594,-0.184,0
-0.593,1.145,0
-0.125,-0.464,0
-0.121,-0.464,0
-0.168,-0.466,0
-0.475,0.529,0
-0.5,1.159,0
-0.16,-0.464,0
-0.273,0.162,0
-0.405,0.528,0
-0.352,-0.472,0
-0.693,0.516,0
-0.732,0.514,0
-0.466,0.524,0
-0.41,-0.474,0
-0.32,0.158,0
-0.316,-0.472,0
-0.313,-0.474,0
-0.26,-0.471,0
-0.626,0.143,0
-0.515,-0.481,0
-0.319,-0.473,0
-0.686,1.146,0
-0.686,1.145,0
-0.363,-0.473,0
-0.417,-0.475,0
-0.586,0.518,0
-0.012,0.174,0
-0.342,-0.472,0
-0.387,-0.474,0
-0.282,-0.47,0
-0.341,-0.472,0
-0.467,0.151,0
-0.193,-0.467,0
-0.261,-0.468,0
-0.256,-0.468,0
-0.403,0.53,0
-0.579,0.523,0
-0.655,0.519,0
-0.61,0.52,0
-0.231,-0.468,0
-0.55,0.523,0
-0.259,-0.468,0
-0.161,-0.467,0
-0.511,1.149,0
-0.386,0.53,0
-0.511,1.149,0
-0.335,-0.476,0
-0.277,-0.472,0
-0.446,-0.48,0
-0.462,-0.477,0
-0.528,0.147,0
-0.418,0.15,0
-0.495,-0.481,0
-0.24,-0.471,0
-0.526,0.146,0
-0.275,-0.47,0
-0.178,-0.464,0
-0.47,1.155,0
-0.231,-0.468,0
-0.505,0.524,0
-0.264,-0.468,0
-0.245,-0.468,0
-0.231,-0.466,0
-0.24,-0.468,0
-0.26,-0.469,0
-0.228,-0.467,0
-0.226,-0.467,0
-0.323,-0.472,0
-0.242,-0.467,0
-0.346,0.531,0
-0.141,-0.463,0
-0.257,-0.468,0
-0.574,-0.482,0
-0.444,-0.472,0
-0.462,-0.473,0
-0.181,-0.458,0
-0.304,0.166,0
-0.608,-0.481,0
-0.5,-0.476,0
-0.622,-0.484,0
-0.299,-0.464,0
-0.254,-0.461,0
-0.163,-0.457,0
-0.306,0.166,0
-0.743,1.148,0
-0.484,-0.475,0
-0.446,-0.474,0
-0.616,0.523,0
-0.399,-0.471,0
-0.396,-0.471,0
-0.467,-0.474,0
-0.251,-0.468,0
-0.469,-0.472,0
-0.437,0.156,0
-0.245,-0.464,0
-0.407,-0.47,0
-0.412,-0.472,0
-0.948,2.769,1
-1.096,2.759,1
-1.133,2.757,1
-1.062,2.76,1
-1.042,2.131,1
-1.056,2.13,1
-1.013,2.132,1
-0.986,2.134,1
-0.424,-1.738,1
-0.163,-1.726,1
-0.669,0.602,1
-0.617,-0.025,1
-1.069,2.129,1
-0.85,0.593,1
-0.697,0.511,1
-0.893,2.138,1
-0.96,2.765,1
-0.894,2.138,1
-0.967,2.134,1
-0.783,1.138,1
-0.969,2.134,1
-0.36,-1.731,1
-0.648,-0.652,1
-0.463,-1.736,1
-0.326,-1.731,1
-0.813,1.227,1
-0.949,2.138,1
-0.978,2.137,1
-0.938,2.139,1
-0.825,1.136,1
-0.9,1.763,1
-0.889,2.14,1
-0.728,1.141,1
-0.555,-0.023,1
-0.611,0.516,1
-0.773,1.138,1
-0.67,0.513,1
-0.989,2.133,1
-0.96,2.134,1
-0.993,2.132,1
-0.973,2.134,1
-0.96,2.134,1
-0.785,0.596,1
-0.922,2.764,1
-1.024,2.764,1
-1.06,2.13,1
-1.034,2.762,1
-1.093,2.758,1
-0.951,2.136,1
-0.774,0.506,1
-0.769,1.14,1
-1.097,2.758,1
-1.051,2.13,1
-0.998,2.133,1
-0.932,1.506,1
-0.97,2.135,1
-0.953,2.136,1
-1.037,2.131,1
-0.951,2.136,1
-0.962,2.136,1
-0.779,0.597,1
-1.022,2.763,1
-0.96,2.136,1
-0.835,1.225,1
-1.027,2.763,1
-0.833,1.225,1
-0.967,2.135,1
-1.022,2.764,1
-1.02,2.132,1
-1.095,2.759,1
-1.08,2.76,1
-1.007,2.133,1
-1.025,2.763,1
-1.053,2.761,1
0.579,0.048,1
-1.097,2.759,1
-1.032,2.131,1
-0.247,1.17,1
-0.102,1.18,1
-0.107,0.546,1
-0.019,2.189,1
-0.773,1.769,1
-0.095,1.83,1
-0.86,1.135,1
-0.743,0.51,1
-0.856,1.135,1
-0.924,1.762,1
-0.757,1.143,1
-0.806,1.771,1
-0.75,1.143,1
-0.688,0.516,1
-0.383,2.665,1
-0.193,1.67,1
-0.22,2.299,1
-0.261,2.297,1
-0.262,2.297,1
-0.221,2.299,1
-0.241,2.298,1
-0.247,2.298,1
-0.214,1.757,1
-0.241,2.298,1
-0.161,1.129,1
-0.158,1.129,1
-0.445,3.293,1
-0.186,1.67,1
-0.376,2.666,1
-0.325,2.668,1
-0.409,3.295,1
-0.408,3.295,1
-0.346,2.667,1
-0.344,2.667,1
-0.412,3.295,1
-0.334,2.668,1
-0.402,3.295,1
-0.419,3.294,1
-0.414,3.294,1
-0.407,3.294,1
-0.394,3.296,1
-0.407,3.294,1
-0.405,3.295,1
-0.407,3.294,1
-0.394,3.295,1
-0.254,1.671,1
-0.332,2.667,1
-0.416,3.294,1
-0.422,3.293,1
-0.142,1.672,1
-0.347,2.666,1
-0.35,2.666,1
-0.295,2.67,1
-0.396,3.295,1
-0.42,3.294,1
-0.431,3.294,1
-0.383,3.296,1
-0.252,2.298,1
-0.435,3.293,1
-0.425,3.294,1
-0.397,3.296,1
-0.362,3.297,1
-0.398,3.295,1
-0.399,3.295,1
-0.397,3.295,1
-0.433,3.294,1
-0.369,2.666,1
-0.415,3.294,1
-0.396,3.295,1
-0.428,3.294,1
-0.436,3.293,1
-0.366,2.666,1
-0.147,1.038,1
-0.436,3.293,1
-0.179,1.671,1
-0.149,1.038,1
-0.385,3.296,1
-0.413,3.295,1
-0.428,3.294,1
-0.423,3.294,1
-0.172,1.671,1
-0.422,3.294,1
-0.426,3.294,1
-0.176,1.671,1
-0.436,3.294,1
-0.178,1.671,1
-0.198,1.67,1
-0.433,3.294,1
-0.091,0.411,1
-0.343,2.668,1
-0.088,0.411,1
-0.146,1.673,1
-0.105,0.41,1
-0.163,1.038,1
-0.113,0.409,1
-0.131,1.039,1
-0.094,0.41,1
-0.153,1.038,1
-0.405,3.294,1
-0.142,1.672,1
-0.14,1.038,1
-0.406,3.295,1
-0.16,1.037,1
-0.412,3.294,1
-0.414,3.294,1
-0.408,3.295,1
-0.408,3.294,1
-0.416,3.294,1
-0.42,3.294,1
-0.122,1.131,1
-0.087,1.134,1
-0.121,1.761,1
-0.174,2.3,1
-0.365,3.297,1
-0.349,3.297,1
-0.14,1.761,1
-0.171,1.674,1
-0.368,3.296,1
-0.872,1.134,1
-0.865,0.592,1
-0.667,0.606,1
-0.799,0.596,1
-1.07,2.129,1
-0.87,0.592,1
-0.735,0.598,1
-0.703,0.513,1
-0.876,0.592,1
-0.935,1.762,1
-0.968,2.135,1
-1.069,2.129,1
-1.05,2.13,1
-1.123,2.757,1
-1.056,2.13,1
-1.05,2.13,1
-1.102,2.758,1
-1.05,2.13,1
-0.794,1.768,1
-0.737,0.598,1
-1.117,2.757,1
-1.085,2.759,1
-0.865,1.135,1
-0.879,0.591,1
-1.071,2.76,1
-1.119,2.215,1
-1.123,2.757,1
-1.094,2.759,1
-0.392,0.613,1
-0.673,-0.66,1
-0.862,0.875,1
-0.633,-1.287,1
-0.45,-1.111,1
-0.864,0.592,1
-0.804,-0.665,1
-1.129,2.757,1
-1.061,2.13,1
-1.063,2.129,1
-1.068,2.129,1
-0.867,0.592,1
-0.792,-0.035,1
-0.712,-0.031,1
-1.029,2.131,1
-0.826,0.594,1
-1.02,2.132,1
-0.984,2.136,1
-0.861,0.592,1
-1.122,2.757,1
-1.117,2.758,1
-1.06,2.13,1
-1.055,2.13,1
-1.037,2.131,1
-1.129,2.757,1
-1.115,2.758,1
-1.047,2.131,1
-1.048,2.13,1
-1.12,2.757,1
-1.128,2.757,1
-0.918,1.22,1
-1.049,2.131,1
-1.115,2.758,1
-1.12,2.757,1
-1.119,2.757,1
-1.069,2.129,1
-0.87,1.135,1
-1.109,2.758,1
-1.041,2.131,1
-1.109,2.758,1
-1.109,2.758,1
-1.048,2.131,1
-1.063,2.129,1
-1.117,2.758,1
-0.981,1.503,1
-1.049,2.13,1
-1.125,2.757,1
-0.861,0.592,1
-1.055,2.13,1
-1.123,2.757,1
-1.131,2.757,1
-1.12,2.757,1
-0.924,2.767,1
-0.578,-1.284,1
-0.511,-0.022,1
-1.059,2.13,1
-0.97,0.958,1
-1.069,2.129,1
-1.065,2.129,1
-0.54,2.147,1
-0.335,1.152,1
-0.214,0.616,1
-0.386,-0.02,1
-0.326,0.619,1
-0.736,0.6,1
-0.399,1.779,1
-0.494,-0.02,1
-0.74,0.51,1
-0.795,0.507,1
-0.787,0.508,1
-0.783,0.508,1
-1.051,2.13,1
-1.053,2.13,1
-1.057,2.13,1
-0.737,0.511,1
-0.852,1.135,1
-0.8,0.507,1
-1.116,2.758,1
-0.146,0.536,1
-0.262,1.16,1
-0.486,2.785,1
-0.215,0.626,1
0.15,0.636,1
0.115,1.177,1
-0.86,0.592,1
-0.508,1.148,1
-0.376,-0.647,1
-0.492,2.779,1
-0.843,0.593,1
-0.869,0.592,1
-0.922,1.762,1
-0.764,1.14,1
-0.773,0.508,1
-0.845,1.135,1
-0.905,1.221,1
-0.917,1.762,1
-0.828,1.136,1
-0.854,1.135,1
-0.849,1.136,1
-0.85,1.136,1
-0.848,1.136,1
-0.847,1.136,1
-0.837,1.136,1
-0.835,1.136,1
-0.917,1.763,1
-0.831,0.594,1
-1.057,2.13,1
-1.056,2.13,1
-0.878,1.223,1
-0.879,1.223,1
-0.732,-0.032,1
-0.881,1.223,1
-1.096,2.758,1
5.439,1.889,1
3.068,0.715,1
2.376,1.278,1
2.444,0.651,1
1.011,1.762,1
0.246,1.784,1
0.045,1.055,1
0.071,1.056,1
-0.083,1.683,1
-0.047,2.053,1
-0.204,3.307,1
0.334,1.704,1
0.057,1.685,1
0.105,1.694,1
-0.18,3.314,1
0.154,1.064,1
0.299,1.074,1
-0.031,2.692,1
0.267,1.703,1
1.287,2.764,1
1.512,1.771,1
0.814,2.119,1
0.964,1.12,1
0.598,2.104,1
0.944,1.118,1
0.927,1.118,1
0.882,1.747,1
0.879,1.113,1
0.679,0.56,1
0.672,1.102,1
0.308,2.714,1
0.384,1.718,1
0.388,1.079,1
0.633,1.099,1
0.53,1.087,1
0.465,1.084,1
0.243,2.708,1
0.462,1.716,1
0.322,1.076,1
0.619,1.099,1
0.52,1.092,1
0.202,3.342,1
0.265,2.715,1
0.468,1.719,1
0.286,2.717,1
0.458,1.719,1
0.284,2.715,1
0.472,1.177,1
0.592,1.095,1
0.928,1.118,1
1.407,1.787,1
0.994,1.761,1
0.885,1.757,1
0.768,3.384,1
2.348,1.834,1
4.186,1.283,1
3.361,1.869,1
1.86,1.156,1
1.969,1.162,1
1.796,2.414,1
0.341,1.073,1
0.839,2.737,1
-0.165,3.313,1
1.145,1.117,1
0.121,1.061,1
0.132,1.061,1
0.045,1.688,1
2.199,3.463,1
0.133,1.69,1
0.273,1.068,1
-0.262,2.672,1
-0.058,3.312,1
1.592,0.626,1
1.046,1.598,1
