x,y,cluster
0.472,1.177,1
0.592,1.095,1
0.928,1.118,1
1.407,1.787,1
0.994,1.761,1
0.885,1.757,1
0.768,3.384,1
2.348,1.834,1
4.186,1.283,1
3.361,1.869,1
1.86,1.156,1
1.969,1.162,1
1.796,2.414,1
0.341,1.073,1
0.839,2.737,1
-0.165,3.313,1
1.145,1.117,1
0.121,1.061,1
0.132,1.061,1
0.045,1.688,1
2.199,3.463,1
0.133,1.69,1
0.273,1.068,1
-0.262,2.672,1
-0.058,3.312,1
1.592,0.626,1
1.046,1.598,1
0.982,2.38,1
0.796,2.361,1
2.837,1.854,1
2.181,1.821,1
2.228,0.643,1
0.982,2.352,1
1.229,2.387,1
-0.178,1.671,1
-0.364,2.666,1
0.5,1.081,1
-0.084,3.316,1
-0.362,2.667,1
-0.172,1.671,1
-0.18,1.128,1
-0.169,1.671,1
0.121,1.691,1
0.094,1.689,1
-0.418,3.294,1
-0.249,2.298,1
-0.43,3.294,1
-0.199,1.67,1
0.084,1.686,1
0.216,1.063,1
-0.159,2.679,1
-0.073,1.046,1
-0.158,1.672,1
-0.227,2.299,1
-0.176,1.671,1
-0.165,1.672,1
-0.184,1.671,1
-0.17,1.672,1
-0.089,0.502,1
-0.184,1.671,1
0.113,1.146,1
-0.45,1.155,1
-0.584,0.512,1
-0.756,2.143,1
-0.778,2.141,1
-0.77,2.142,1
-0.647,-0.662,1
-0.648,-0.662,1
-0.652,-0.662,1
-0.652,-0.662,1
-0.355,1.162,1
-1.051,2.761,1
0.625,-2.226,1
0.663,-2.222,1
-1.006,1.59,1
-1.047,1.588,1
-0.859,0.501,1
-0.86,1.223,1
-1.115,2.758,1
-1.038,2.131,1
-1.122,2.757,1
-1.037,2.131,1
-1.141,2.756,1
-1.028,2.131,1
-1.029,2.131,1
-0.988,2.134,1
-0.52,2.153,1
-0.528,2.152,1
-0.53,2.152,1
-0.683,2.774,1
-0.355,1.786,1
0.267,2.823,1
-0.612,-0.491,1
-1.108,2.758,1
0.168,-0.438,1
-0.126,0.387,1
-0.41,0.527,1
0.046,-1.716,1
-0.664,2.147,1
-0.73,2.774,1
-0.215,-1.726,1
-0.827,1.771,1
-0.682,1.778,1
-1.134,2.757,1
-0.921,2.766,1
-0.42,-0.017,1
-0.565,2.153,1
-0.665,2.777,1
-0.374,0.537,1
-0.681,1.141,1
-1.06,2.762,1
0.199,1.819,1
-0.116,-1.093,1
-0.785,1.769,1
-0.644,0.513,1
-0.737,-0.119,1
-1.049,2.13,1
-0.852,0.593,1
-0.904,2.136,1
-0.714,0.507,1
-0.799,1.136,1
-0.89,2.137,1
-0.891,2.765,1
-0.986,2.133,1
-0.904,1.221,1
-0.696,1.142,1
-0.667,2.773,1
-0.352,-0.65,1
-0.431,0.607,1
0.129,-1.09,1
-0.266,2.156,1
-0.147,1.788,1
-0.303,1.16,1
-0.566,2.154,1
-0.693,1.143,1
-0.295,2.673,1
-0.287,2.673,1
-0.166,2.305,1
-0.009,1.052,1
-0.084,1.679,1
-0.096,1.678,1
-0.095,1.678,1
-0.086,1.679,1
-0.167,2.305,1
-0.088,1.678,1
-0.278,2.674,1
-0.346,3.301,1
-0.274,2.675,1
-0.275,2.674,1
-0.056,1.68,1
-0.074,1.68,1
-0.028,1.683,1
-0.004,1.684,1
-0.078,1.68,1
0.132,1.693,1
-0.128,1.675,1
-0.144,1.674,1
-0.16,1.673,1
-0.164,1.673,1
-0.148,1.673,1
-0.157,1.673,1
-0.445,3.293,1
-0.198,1.67,1
-0.2,1.67,1
-0.193,1.67,1
-0.144,1.674,1
-0.143,1.674,1
-0.165,1.672,1
-0.142,1.674,1
-0.104,1.677,1
-0.425,3.295,1
-0.162,1.672,1
-0.566,1.783,1
-0.384,2.168,1
-0.278,1.163,1
-0.345,1.79,1
-0.6,2.786,1
-0.709,1.771,1
-0.64,1.144,1
-0.461,-0.017,1
-0.528,1.153,1
-1.06,2.13,1
-0.853,2.143,1
-1.047,2.218,1
-0.633,0.518,1
-0.682,1.143,1
-0.7,1.143,1
-0.89,2.14,1
-0.889,2.14,1
-0.83,0.594,1
-1.053,2.13,1
-1.12,2.758,1
-1.12,2.758,1
-1.008,2.133,1
-0.887,1.223,1
-0.317,0.523,1
-0.162,-1.106,1
-0.576,2.146,1
-0.385,1.15,1
-0.643,2.773,1
-0.455,2.154,1
-0.607,2.151,1
-0.674,2.778,1
-0.411,-0.645,1
-0.514,0.979,1
-0.81,2.14,1
-0.617,0.603,1
-1.034,2.131,1
-0.444,0.606,1
-0.654,2.143,1
-0.456,0.613,1
-0.464,-0.648,1
-0.225,0.527,1
-0.153,-1.097,1
-0.073,-1.094,1
-0.785,2.77,1
-0.699,1.517,1
-0.486,1.525,1
-0.634,1.773,1
-0.762,2.141,1
-0.728,2.142,1
-0.764,2.141,1
-0.764,2.141,1
-0.773,-0.665,1
-0.88,2.136,1
-0.758,2.141,1
-0.765,2.14,1
-0.83,2.768,1
-0.741,2.145,1
-0.74,2.145,1
-0.543,0.516,1
-0.609,1.143,1
-0.504,-0.025,1
-0.531,-0.026,1
-0.572,0.601,1
-0.586,0.604,1
-0.623,0.599,1
-0.844,2.135,1
-0.856,2.765,1
-0.626,1.142,1
-0.602,1.143,1
-0.734,2.14,1
-0.902,2.763,1
-0.91,2.763,1
-0.843,2.135,1
-0.688,1.77,1
-0.837,2.136,1
-0.77,2.139,1
-0.368,0.527,1
-0.589,1.146,1
-0.66,1.14,1
-0.797,2.138,1
-0.739,2.775,1
-0.592,2.778,1
-0.462,2.153,1
-0.471,2.152,1
-0.748,2.14,1
-0.753,2.139,1
-0.778,2.772,1
-0.712,2.144,1
-0.421,0.523,1
-0.505,0.608,1
-0.038,-1.721,1
-0.491,1.782,1
-0.319,0.528,1
-0.672,2.147,1
-0.694,2.145,1
-0.709,2.145,1
-0.712,2.144,1
-0.708,1.146,1
-0.598,1.151,1
-0.435,1.161,1
-0.435,1.161,1
-0.37,-0.009,1
-0.417,0.617,1
-0.21,0.628,1
-0.273,1.626,1
-0.144,0.628,1
